order_id,customer_id,restaurant_id,order_item,order_date,order_time,order_status,total_amount
3970,17,20,Pasta Alfredo,01/03/24,11:00:40,Completed,168
3971,23,5,Burger,12/02/24,20:48:16,Completed,276
3972,27,46,Mutton Rogan Josh,28/11/23,03:32:56,Cancelled,439
3973,18,68,Paneer Lababdar,24/09/24,17:24:53,Pending,375
3974,14,53,Chicken Biryani,11/05/23,01:06:42,Pending,278
3975,26,68,Mutton Rogan Josh,24/01/23,15:48:45,Cancelled,538
3976,22,21,Mutton Rogan Josh,25/05/24,00:54:10,Completed,207
3977,28,61,Samosa,26/11/24,00:36:34,Cancelled,282
3978,15,37,Samosa,13/06/24,14:33:47,Pending,217
3979,18,59,Samosa,14/12/24,19:15:07,Cancelled,206
3980,6,25,Paneer Lababdar,11/06/23,05:20:48,Pending,490
3981,25,68,Chicken Biryani,02/08/23,03:19:32,Cancelled,441
3982,9,31,Paneer Lababdar,05/11/23,23:58:43,Cancelled,559
3983,26,28,Mutton Rogan Josh,11/01/23,23:16:26,Completed,573
3984,11,31,Pasta Alfredo,12/01/24,14:14:06,Pending,257
3985,3,19,Paneer Lababdar,30/04/23,05:37:43,Cancelled,534
3986,7,9,Mutton Rogan Josh,09/06/24,13:32:47,Pending,500
3987,9,66,Paneer Butter Masala,11/01/24,22:15:46,Completed,294
3988,31,33,Paneer Butter Masala,03/02/24,12:55:43,Pending,547
3989,10,14,Masala Dosa,28/04/24,13:50:20,Pending,505
3990,29,47,Egg Curry,12/04/24,08:23:03,Pending,546
3991,2,58,Pasta Alfredo,23/09/23,19:59:47,Completed,471
3992,23,56,Paneer Butter Masala,11/02/23,10:30:56,Cancelled,513
3993,30,52,Chicken Biryani,19/11/24,17:21:46,Cancelled,265
3994,31,1,Mutton Rogan Josh,16/08/23,12:52:57,Pending,187
3995,11,54,Chole Bhature,10/06/24,07:11:59,Pending,236
3996,29,24,Chicken Biryani,30/01/23,16:27:24,Pending,226
3997,1,59,Egg Curry,03/06/23,22:01:53,Completed,563
3998,7,23,Egg Curry,09/01/24,23:51:28,Cancelled,600
3999,16,10,Pasta Alfredo,12/05/23,10:53:56,Cancelled,480
4000,20,68,Pasta Alfredo,11/12/23,15:09:54,Pending,536
4001,18,47,Samosa,13/08/23,07:20:51,Cancelled,235
4002,16,40,Prawn Masala,21/09/24,09:13:06,Pending,429
4003,20,21,Paneer Lababdar,20/10/23,03:19:31,Completed,311
4004,9,23,Paneer Lababdar,27/07/24,00:03:27,Pending,240
4005,23,34,Pasta Alfredo,29/12/24,05:24:55,Cancelled,589
4006,6,36,Pasta Alfredo,10/10/23,11:41:18,Cancelled,254
4007,1,68,Paneer Butter Masala,18/06/24,15:27:52,Cancelled,478
4008,13,21,Chole Bhature,07/01/24,17:50:09,Completed,187
4009,11,64,Paneer Lababdar,13/03/24,11:47:10,Cancelled,577
4010,23,57,Chicken Biryani,01/04/23,23:02:50,Cancelled,581
4011,30,23,Samosa,03/03/24,11:31:02,Cancelled,501
4012,3,11,Samosa,24/02/24,10:25:50,Cancelled,208
4013,31,50,Chicken Biryani,27/10/24,17:33:30,Completed,332
4014,5,44,Paneer Butter Masala,25/05/24,10:23:56,Cancelled,401
4015,2,8,Pasta Alfredo,20/07/24,11:57:21,Completed,302
4016,9,62,Chicken Biryani,11/12/24,20:05:50,Cancelled,304
4017,2,57,Masala Dosa,25/11/24,01:00:58,Cancelled,447
4018,16,23,Chole Bhature,04/12/24,21:35:45,Completed,245
4019,29,15,Masala Dosa,09/01/23,10:02:43,Pending,307
4020,24,42,Egg Curry,08/01/24,11:21:15,Completed,593
4021,12,60,Masala Dosa,05/04/24,02:47:38,Cancelled,324
4022,21,23,Mutton Rogan Josh,30/12/24,22:51:16,Cancelled,457
4023,22,31,Paneer Lababdar,03/02/23,13:42:38,Cancelled,266
4024,12,60,Burger,16/03/23,09:16:38,Completed,534
4025,21,41,Mutton Rogan Josh,27/11/24,04:24:38,Pending,298
4026,18,27,Mutton Rogan Josh,09/08/24,16:39:26,Cancelled,485
4027,8,19,Mutton Rogan Josh,08/04/24,12:36:37,Pending,368
4028,3,22,Chicken Biryani,06/12/23,23:31:37,Completed,446
4029,20,31,Burger,30/06/24,07:01:31,Cancelled,261
4030,23,29,Paneer Butter Masala,01/06/23,05:50:10,Completed,434
4031,22,7,Paneer Butter Masala,27/01/24,08:41:25,Pending,151
4032,12,65,Burger,19/02/23,07:23:04,Pending,204
4033,13,15,Mutton Rogan Josh,08/05/24,00:47:54,Pending,256
4034,4,52,Burger,23/09/24,10:33:37,Cancelled,215
4035,4,40,Chicken Biryani,26/07/23,10:48:25,Completed,236
4036,2,1,Paneer Lababdar,17/08/23,02:00:30,Completed,541
4037,20,9,Paneer Lababdar,10/07/23,09:48:53,Pending,154
4038,2,64,Pasta Alfredo,23/09/24,06:30:03,Completed,290
4039,10,43,Paneer Lababdar,09/12/23,01:44:44,Pending,410
4040,29,13,Egg Curry,11/08/23,11:56:19,Pending,208
4041,24,6,Samosa,12/12/24,04:10:35,Pending,529
4042,25,32,Chicken Biryani,19/04/24,05:37:21,Completed,435
4043,20,24,Masala Dosa,19/04/24,11:13:43,Pending,466
4044,3,40,Prawn Masala,31/10/23,22:54:49,Completed,486
4045,17,8,Paneer Lababdar,20/01/24,10:38:52,Completed,300
4046,31,53,Paneer Lababdar,12/10/24,11:37:42,Completed,487
4047,14,63,Egg Curry,10/06/24,00:11:01,Pending,597
4048,24,58,Chicken Biryani,22/08/24,06:34:28,Cancelled,336
4049,1,43,Burger,09/09/23,00:45:03,Cancelled,252
4050,23,42,Chicken Biryani,17/03/24,14:01:55,Completed,454
4051,23,68,Masala Dosa,02/10/24,18:02:48,Completed,229
4052,17,10,Paneer Butter Masala,22/03/23,16:10:20,Pending,552
4053,3,3,Masala Dosa,10/02/23,16:15:39,Pending,526
4054,27,25,Masala Dosa,16/09/23,20:35:32,Completed,388
4055,22,25,Paneer Lababdar,06/02/23,22:29:22,Completed,423
4056,6,15,Chicken Biryani,18/08/23,13:48:25,Completed,388
4057,10,12,Pasta Alfredo,03/09/24,05:32:20,Pending,578
4058,5,42,Chicken Biryani,12/04/24,12:22:28,Cancelled,208
4059,9,39,Paneer Lababdar,14/04/24,06:43:45,Completed,230
4060,17,41,Burger,18/08/23,13:04:38,Completed,585
4061,32,61,Mutton Rogan Josh,28/04/23,12:19:33,Completed,179
4062,13,68,Egg Curry,19/05/24,02:14:29,Completed,312
4063,10,61,Chole Bhature,18/12/23,07:41:59,Pending,455
4064,2,61,Masala Dosa,13/09/24,12:06:01,Pending,316
4065,26,27,Egg Curry,26/12/23,08:19:36,Cancelled,471
4066,20,23,Samosa,31/01/23,12:49:41,Cancelled,197
4067,22,15,Pasta Alfredo,22/02/24,14:02:50,Pending,426
4068,14,19,Samosa,20/06/24,18:53:01,Cancelled,329
4069,4,64,Chicken Biryani,11/12/24,01:12:35,Cancelled,595
4070,1,40,Paneer Butter Masala,03/08/23,20:00:55,Pending,364
4071,4,22,Chole Bhature,06/02/23,12:52:05,Completed,289
4072,27,36,Paneer Lababdar,18/05/24,08:13:39,Completed,190
4073,18,23,Samosa,23/09/23,08:59:38,Cancelled,218
4074,14,29,Pasta Alfredo,27/02/23,13:01:57,Completed,508
4075,32,42,Egg Curry,08/02/23,17:00:12,Completed,372
4076,16,59,Burger,04/10/24,06:10:27,Cancelled,597
4077,1,44,Paneer Lababdar,21/09/24,19:24:46,Cancelled,505
4078,14,28,Chicken Biryani,14/03/23,16:12:13,Pending,321
4079,31,66,Paneer Butter Masala,17/05/24,08:22:25,Pending,587
4080,18,21,Pasta Alfredo,27/07/24,22:43:33,Completed,591
4081,25,54,Burger,30/08/23,22:45:50,Pending,207
4082,32,48,Chicken Biryani,13/01/23,16:47:29,Cancelled,277
4083,7,44,Chole Bhature,19/07/23,01:42:59,Completed,195
4084,12,37,Paneer Butter Masala,13/05/24,11:39:10,Pending,532
4085,29,13,Samosa,25/09/23,01:24:31,Completed,371
4086,20,50,Paneer Butter Masala,17/08/23,04:47:09,Pending,275
4087,11,49,Burger,16/09/24,07:34:47,Completed,533
4088,3,2,Paneer Lababdar,29/01/24,20:27:00,Cancelled,535
4089,1,67,Paneer Butter Masala,27/12/23,05:54:40,Completed,389
4090,2,22,Prawn Masala,06/05/24,12:02:52,Pending,486
4091,4,66,Paneer Lababdar,01/06/24,17:59:06,Pending,305
4092,26,66,Paneer Lababdar,27/02/24,19:23:55,Pending,379
4093,27,5,Chole Bhature,31/01/23,14:10:24,Completed,181
4094,20,66,Chicken Biryani,19/05/23,21:38:37,Pending,179
4095,25,68,Paneer Butter Masala,14/05/24,09:16:30,Cancelled,444
4096,2,30,Samosa,19/05/23,06:43:55,Completed,545
4097,1,34,Burger,18/09/23,14:41:49,Cancelled,329
4098,8,47,Pasta Alfredo,31/07/24,09:02:25,Pending,334
4099,28,63,Paneer Lababdar,06/04/24,05:33:31,Cancelled,533
4100,29,49,Burger,21/12/23,15:43:42,Completed,397
4101,26,23,Paneer Butter Masala,11/04/24,17:48:30,Pending,322
4102,30,33,Chole Bhature,13/01/23,23:03:05,Completed,363
4103,17,16,Paneer Butter Masala,04/07/24,00:41:18,Cancelled,471
4104,1,30,Samosa,04/07/24,04:13:50,Completed,565
4105,8,58,Masala Dosa,28/07/23,14:05:31,Pending,506
4106,9,23,Mutton Rogan Josh,06/05/23,04:56:40,Pending,169
4107,5,32,Paneer Butter Masala,30/03/23,10:40:47,Completed,523
4108,13,49,Masala Dosa,10/02/23,23:21:42,Cancelled,325
4109,17,32,Pasta Alfredo,12/01/23,01:13:43,Pending,262
4110,1,66,Pasta Alfredo,13/10/24,03:50:00,Completed,471
4111,27,34,Paneer Lababdar,20/08/24,12:57:16,Cancelled,271
4112,15,56,Prawn Masala,15/11/23,20:00:56,Completed,459
4113,28,62,Chole Bhature,06/12/23,10:35:56,Completed,271
4114,16,20,Paneer Lababdar,21/06/23,09:18:17,Cancelled,318
4115,24,40,Masala Dosa,06/04/24,21:59:04,Pending,213
4116,30,14,Samosa,08/08/24,13:17:56,Cancelled,232
4117,25,32,Chicken Biryani,28/11/24,21:33:31,Cancelled,340
4118,27,48,Samosa,24/08/24,17:47:54,Cancelled,499
4119,21,21,Burger,23/08/23,08:45:54,Pending,394
4120,19,64,Pasta Alfredo,25/11/24,23:54:56,Completed,339
4121,6,12,Mutton Rogan Josh,10/04/23,04:48:11,Completed,308
4122,29,20,Chicken Biryani,21/03/24,20:25:02,Cancelled,521
4123,32,66,Masala Dosa,04/02/23,21:09:50,Completed,336
4124,4,7,Paneer Lababdar,06/12/23,04:35:27,Cancelled,514
4125,21,46,Paneer Butter Masala,22/02/24,22:27:33,Pending,254
4126,10,14,Chole Bhature,02/06/24,01:02:50,Completed,527
4127,8,5,Prawn Masala,25/10/24,05:18:37,Pending,503
4128,16,25,Pasta Alfredo,07/03/24,04:21:15,Completed,504
4129,4,35,Pasta Alfredo,19/03/23,14:38:41,Cancelled,471
4130,20,3,Chicken Biryani,19/08/23,07:36:36,Pending,592
4131,16,56,Masala Dosa,03/04/24,22:30:09,Pending,554
4132,19,1,Mutton Rogan Josh,20/03/23,04:44:59,Cancelled,281
4133,22,27,Prawn Masala,15/04/24,13:45:38,Completed,533
4134,24,58,Prawn Masala,08/01/24,02:32:23,Cancelled,597
4135,2,18,Pasta Alfredo,23/08/23,00:22:36,Pending,369
4136,29,17,Burger,01/04/24,11:51:58,Completed,563
4137,13,49,Masala Dosa,21/09/24,18:11:46,Pending,584
4138,12,60,Masala Dosa,14/11/23,20:47:51,Completed,560
4139,26,2,Paneer Lababdar,23/03/24,07:39:20,Completed,380
4140,23,66,Chicken Biryani,29/12/23,05:42:58,Pending,388
4141,15,38,Paneer Lababdar,06/01/23,06:29:10,Completed,355
4142,15,41,Chicken Biryani,29/09/24,07:45:13,Completed,574
4143,24,52,Egg Curry,08/10/24,18:30:04,Completed,223
4144,19,60,Prawn Masala,27/10/23,06:40:47,Cancelled,344
4145,25,14,Paneer Butter Masala,06/09/23,16:49:38,Pending,188
4146,1,27,Samosa,01/05/23,01:30:31,Completed,447
4147,32,31,Egg Curry,04/09/23,20:09:26,Cancelled,208
4148,8,31,Chicken Biryani,06/03/23,22:02:45,Pending,586
4149,4,5,Pasta Alfredo,31/05/24,05:59:33,Completed,408
4150,23,55,Mutton Rogan Josh,23/09/24,15:59:43,Completed,316
4151,24,7,Mutton Rogan Josh,25/11/24,12:59:17,Cancelled,405
4152,22,19,Mutton Rogan Josh,01/03/23,05:50:59,Cancelled,277
4153,17,59,Masala Dosa,16/06/23,11:59:16,Completed,241
4154,25,27,Paneer Butter Masala,09/08/24,06:44:17,Cancelled,417
4155,28,48,Paneer Butter Masala,02/07/23,13:01:11,Pending,469
4156,31,11,Chole Bhature,05/02/23,08:23:02,Completed,212
4157,27,22,Prawn Masala,03/07/23,09:36:20,Pending,295
4158,18,29,Prawn Masala,29/09/24,20:26:36,Pending,257
4159,1,6,Samosa,09/09/24,08:39:17,Completed,529
4160,28,34,Burger,27/02/24,18:10:49,Pending,392
4161,24,33,Chicken Biryani,16/09/23,03:28:21,Pending,367
4162,32,63,Pasta Alfredo,11/12/23,15:07:25,Pending,289
4163,12,31,Mutton Rogan Josh,12/06/23,03:31:30,Cancelled,451
4164,21,33,Egg Curry,11/05/23,05:23:48,Pending,222
4165,26,8,Burger,30/01/24,23:20:52,Cancelled,487
4166,11,39,Masala Dosa,12/08/23,06:51:09,Completed,598
4167,17,3,Chole Bhature,30/01/23,03:01:00,Cancelled,445
4168,3,27,Chicken Biryani,27/11/24,11:57:13,Cancelled,220
4169,5,58,Paneer Lababdar,24/11/24,23:05:05,Completed,192
4170,7,52,Mutton Rogan Josh,08/03/24,02:00:30,Pending,340
4171,31,22,Chicken Biryani,10/05/24,16:22:02,Completed,249
4172,32,42,Masala Dosa,08/04/24,02:33:08,Completed,541
4173,15,44,Prawn Masala,07/12/24,15:08:36,Completed,516
4174,2,28,Samosa,01/03/23,00:28:31,Completed,420
4175,20,14,Egg Curry,22/11/23,20:57:57,Cancelled,211
4176,12,17,Egg Curry,19/11/23,23:05:09,Cancelled,434
4177,7,22,Masala Dosa,09/08/23,23:35:53,Pending,532
4178,22,63,Paneer Lababdar,07/10/23,04:03:51,Cancelled,283
4179,2,47,Paneer Lababdar,03/10/23,08:11:01,Cancelled,319
4180,7,2,Paneer Butter Masala,12/02/23,23:12:02,Cancelled,425
4181,31,43,Mutton Rogan Josh,30/09/23,23:22:03,Cancelled,214
4182,9,3,Paneer Lababdar,19/01/24,23:33:35,Pending,335
4183,19,66,Burger,09/04/24,00:01:02,Pending,464
4184,9,35,Samosa,24/06/23,01:21:37,Cancelled,392
4185,16,65,Paneer Butter Masala,20/08/23,07:47:17,Pending,484
4186,31,32,Paneer Butter Masala,28/06/23,02:05:59,Pending,222
4187,28,39,Burger,02/05/24,04:55:35,Pending,461
4188,25,14,Chicken Biryani,12/01/24,09:09:19,Pending,531
4189,24,46,Egg Curry,19/12/24,16:37:08,Pending,263
4190,20,18,Burger,18/12/24,13:43:20,Pending,319
4191,27,15,Chicken Biryani,13/11/23,22:26:55,Pending,514
4192,1,9,Pasta Alfredo,09/12/24,07:20:55,Cancelled,552
4193,6,44,Masala Dosa,18/01/23,18:50:26,Completed,242
4194,24,36,Burger,15/08/23,23:45:17,Cancelled,346
4195,8,41,Chicken Biryani,05/03/24,11:53:26,Pending,176
4196,15,17,Chicken Biryani,07/03/24,11:09:03,Cancelled,153
4197,20,55,Mutton Rogan Josh,22/01/23,06:13:13,Pending,282
4198,10,8,Paneer Lababdar,22/07/24,01:16:57,Pending,386
4199,6,49,Paneer Lababdar,08/07/23,18:30:26,Cancelled,373
4200,7,37,Egg Curry,07/02/23,22:16:59,Pending,300
4201,24,22,Burger,28/05/23,02:03:26,Completed,253
4202,12,17,Paneer Lababdar,23/05/24,05:19:45,Cancelled,455
4203,14,61,Masala Dosa,19/02/24,22:22:13,Pending,201
4204,20,29,Paneer Lababdar,11/12/23,23:09:11,Cancelled,563
4205,12,12,Masala Dosa,11/01/23,23:24:48,Pending,346
4206,1,43,Egg Curry,30/03/23,16:30:59,Completed,463
4207,12,65,Paneer Butter Masala,17/09/23,12:58:35,Cancelled,347
4208,29,53,Samosa,25/10/23,03:21:13,Completed,151
4209,5,29,Paneer Lababdar,12/12/23,06:21:55,Pending,471
4210,14,15,Samosa,18/06/23,23:14:35,Cancelled,365
4211,4,28,Chole Bhature,14/10/23,03:49:42,Pending,246
4212,28,30,Samosa,13/05/24,14:03:17,Cancelled,422
4213,14,55,Mutton Rogan Josh,02/01/24,11:49:21,Completed,222
4214,22,32,Masala Dosa,22/07/24,20:06:33,Cancelled,312
4215,18,36,Chicken Biryani,26/03/23,15:32:10,Pending,494
4216,23,1,Chicken Biryani,04/09/24,00:54:26,Cancelled,558
4217,13,53,Burger,01/11/24,02:08:56,Completed,375
4218,2,13,Samosa,31/03/23,07:55:35,Cancelled,309
4219,31,39,Egg Curry,28/03/23,18:42:55,Completed,367
4220,7,38,Chicken Biryani,22/12/24,20:16:50,Cancelled,522
4221,26,47,Chole Bhature,30/06/24,03:28:42,Pending,168
4222,31,6,Burger,12/10/24,20:14:04,Cancelled,525
4223,31,55,Burger,15/07/24,11:48:16,Completed,556
4224,5,47,Egg Curry,27/08/24,14:27:15,Completed,587
4225,31,16,Egg Curry,08/05/23,12:04:59,Completed,405
4226,10,51,Pasta Alfredo,30/03/24,14:01:28,Pending,439
4227,16,57,Burger,30/08/23,19:46:08,Completed,165
4228,26,36,Masala Dosa,22/12/24,23:02:37,Cancelled,439
4229,24,14,Chicken Biryani,12/04/24,03:54:52,Pending,455
4230,28,14,Mutton Rogan Josh,11/07/23,15:21:57,Cancelled,220
4231,11,34,Burger,14/10/24,13:39:07,Pending,308
4232,16,28,Chole Bhature,03/07/24,12:01:53,Pending,526
4233,22,53,Prawn Masala,14/05/23,23:10:53,Pending,560
4234,24,15,Pasta Alfredo,26/07/24,06:16:02,Completed,165
4235,29,46,Chole Bhature,19/03/23,20:22:10,Pending,285
4236,24,19,Paneer Lababdar,23/10/23,19:51:00,Pending,540
4237,28,45,Mutton Rogan Josh,18/08/23,06:43:01,Pending,537
4238,17,57,Burger,19/08/23,11:32:50,Cancelled,284
4239,23,44,Paneer Butter Masala,15/03/23,02:26:29,Cancelled,488
4240,12,37,Chole Bhature,05/02/23,08:26:15,Cancelled,534
4241,14,48,Samosa,15/09/23,09:59:13,Pending,368
4242,27,52,Chicken Biryani,21/06/23,07:24:26,Completed,380
4243,5,20,Pasta Alfredo,14/12/24,17:14:59,Pending,569
4244,29,40,Pasta Alfredo,06/04/23,19:54:42,Completed,444
4245,17,23,Samosa,09/03/24,11:15:45,Cancelled,296
4246,13,27,Paneer Butter Masala,14/05/24,11:50:28,Pending,330
4247,23,35,Mutton Rogan Josh,28/08/24,00:32:20,Completed,165
4248,28,4,Egg Curry,24/03/24,21:54:10,Cancelled,455
4249,18,11,Paneer Lababdar,29/11/23,08:47:41,Completed,415
4250,26,63,Prawn Masala,15/02/24,09:54:49,Completed,181
4251,7,64,Paneer Butter Masala,14/10/24,01:11:39,Pending,553
4252,13,22,Masala Dosa,16/12/23,11:33:20,Pending,507
4253,5,3,Egg Curry,16/08/24,23:54:51,Completed,480
4254,14,19,Masala Dosa,25/08/24,03:42:37,Completed,556
4255,21,68,Mutton Rogan Josh,03/12/24,04:53:49,Cancelled,500
4256,17,12,Mutton Rogan Josh,05/06/24,15:26:11,Pending,208
4257,21,20,Chicken Biryani,28/05/24,15:30:30,Cancelled,274
4258,16,66,Mutton Rogan Josh,12/11/23,12:40:26,Cancelled,237
4259,8,47,Masala Dosa,31/08/23,16:01:29,Cancelled,397
4260,9,8,Paneer Lababdar,15/10/23,20:48:47,Pending,334
4261,6,19,Prawn Masala,07/01/23,00:49:19,Cancelled,187
4262,31,44,Paneer Lababdar,17/05/23,22:15:16,Completed,267
4263,8,56,Chole Bhature,22/10/23,03:58:59,Pending,432
4264,27,43,Chicken Biryani,19/02/24,15:20:59,Completed,478
4265,10,21,Masala Dosa,05/01/23,08:22:37,Completed,580
4266,16,64,Chole Bhature,31/12/24,12:12:09,Completed,599
4267,3,35,Egg Curry,11/06/24,03:42:47,Cancelled,421
4268,2,57,Masala Dosa,30/01/24,08:17:04,Cancelled,319
4269,12,65,Mutton Rogan Josh,04/12/24,13:33:18,Completed,509
4270,27,5,Prawn Masala,09/12/24,13:25:21,Completed,294
4271,13,30,Samosa,08/07/23,05:58:35,Cancelled,230
4272,29,27,Pasta Alfredo,21/03/23,14:48:59,Pending,371
4273,4,52,Paneer Butter Masala,01/03/24,17:03:04,Cancelled,415
4274,14,7,Paneer Butter Masala,10/01/23,14:34:05,Cancelled,302
4275,1,65,Egg Curry,05/12/24,20:38:42,Pending,208
4276,23,56,Burger,15/05/23,09:16:30,Cancelled,370
4277,22,50,Samosa,06/04/23,05:11:37,Completed,270
4278,11,5,Prawn Masala,01/06/23,23:55:29,Cancelled,399
4279,15,63,Egg Curry,16/05/24,07:54:22,Completed,243
4280,28,59,Paneer Lababdar,26/07/23,17:46:58,Completed,201
4281,14,47,Prawn Masala,16/09/24,15:27:06,Cancelled,406
4282,5,18,Paneer Lababdar,13/02/23,23:51:28,Completed,430
4283,2,12,Paneer Butter Masala,24/03/23,14:21:28,Cancelled,168
4284,1,64,Pasta Alfredo,01/04/24,06:53:05,Cancelled,186
4285,5,1,Pasta Alfredo,09/11/23,20:10:26,Completed,501
4286,11,34,Prawn Masala,21/11/23,23:45:39,Cancelled,193
4287,4,21,Egg Curry,14/05/24,17:04:20,Completed,478
4288,1,62,Paneer Lababdar,04/06/23,15:18:31,Cancelled,202
4289,29,25,Paneer Butter Masala,21/05/24,15:00:28,Pending,262
4290,24,27,Paneer Butter Masala,04/10/23,01:25:54,Completed,563
4291,31,4,Pasta Alfredo,05/06/24,18:03:34,Cancelled,298
4292,16,53,Chole Bhature,14/05/24,13:30:20,Cancelled,228
4293,27,45,Mutton Rogan Josh,25/04/23,17:21:52,Completed,168
4294,30,39,Paneer Butter Masala,23/12/23,18:16:58,Pending,422
4295,14,9,Egg Curry,16/08/24,00:35:50,Cancelled,539
4296,8,23,Prawn Masala,04/08/24,00:52:58,Cancelled,266
4297,21,31,Pasta Alfredo,28/02/23,07:54:51,Pending,537
4298,19,15,Chole Bhature,30/11/24,00:06:40,Pending,454
4299,30,17,Samosa,28/09/23,04:09:00,Completed,382
4300,28,44,Burger,23/06/24,17:54:28,Pending,395
4301,29,65,Chole Bhature,20/07/24,23:04:07,Cancelled,401
4302,23,61,Paneer Butter Masala,03/07/23,11:25:03,Completed,172
4303,29,64,Masala Dosa,23/05/24,07:10:49,Completed,244
4304,23,19,Chole Bhature,24/12/24,11:00:00,Pending,245
4305,25,65,Samosa,28/12/23,10:38:25,Cancelled,537
4306,19,67,Samosa,01/07/23,13:27:17,Pending,505
4307,20,18,Pasta Alfredo,22/08/24,17:05:33,Cancelled,215
4308,5,9,Egg Curry,18/07/23,20:40:17,Pending,419
4309,13,8,Paneer Lababdar,14/10/23,00:27:56,Pending,339
4310,19,60,Masala Dosa,26/03/24,20:03:05,Completed,595
4311,15,19,Prawn Masala,28/07/24,10:31:57,Pending,507
4312,10,50,Pasta Alfredo,24/11/24,03:46:34,Completed,296
4313,13,61,Prawn Masala,13/07/24,22:15:49,Cancelled,359
4314,19,3,Chole Bhature,16/02/24,09:15:01,Completed,496
4315,4,43,Mutton Rogan Josh,19/11/24,03:24:13,Completed,538
4316,2,62,Paneer Lababdar,13/10/24,01:56:51,Pending,453
4317,4,34,Egg Curry,19/06/24,21:48:51,Pending,483
4318,24,39,Burger,25/08/24,05:08:39,Pending,224
4319,26,47,Paneer Lababdar,22/11/24,21:35:35,Completed,467
4320,31,22,Pasta Alfredo,22/02/23,18:20:22,Completed,412
4321,7,27,Prawn Masala,28/05/24,18:37:22,Pending,411
4322,13,25,Mutton Rogan Josh,26/03/23,11:24:44,Completed,269
4323,14,11,Masala Dosa,07/02/23,21:34:03,Completed,380
4324,15,31,Burger,09/10/23,19:31:19,Pending,282
4325,13,48,Burger,17/06/24,10:38:46,Cancelled,170
4326,20,52,Samosa,28/07/24,23:14:21,Completed,566
4327,8,15,Samosa,26/07/23,08:39:07,Completed,426
4328,31,20,Pasta Alfredo,08/01/23,12:49:05,Cancelled,522
4329,29,36,Chicken Biryani,26/04/24,22:22:20,Pending,537
4330,22,67,Burger,03/05/23,04:04:21,Completed,376
4331,2,39,Paneer Butter Masala,20/02/24,20:26:53,Pending,479
4332,32,35,Samosa,22/09/24,15:47:52,Completed,265
4333,11,61,Chicken Biryani,10/11/24,09:26:33,Pending,177
4334,18,20,Chicken Biryani,02/03/23,12:27:47,Completed,458
4335,19,1,Chicken Biryani,02/10/23,00:06:21,Completed,459
4336,18,60,Masala Dosa,11/03/23,05:27:46,Completed,379
4337,20,37,Pasta Alfredo,22/11/24,20:29:15,Pending,245
4338,11,27,Chicken Biryani,07/05/23,00:29:58,Pending,252
4339,6,68,Mutton Rogan Josh,18/07/23,20:03:55,Completed,526
4340,3,57,Masala Dosa,03/08/23,11:53:54,Pending,268
4341,27,36,Samosa,12/07/24,01:05:50,Cancelled,181
4342,27,68,Chole Bhature,08/01/23,03:50:35,Cancelled,504
4343,10,22,Paneer Butter Masala,14/07/24,17:39:38,Pending,523
4344,27,23,Samosa,24/01/24,15:55:31,Pending,272
4345,12,67,Egg Curry,18/06/24,01:43:40,Pending,165
4346,24,45,Samosa,01/04/23,05:40:20,Cancelled,484
4347,15,54,Samosa,29/03/23,00:47:49,Completed,273
4348,32,14,Samosa,20/03/23,08:40:08,Completed,337
4349,7,32,Egg Curry,10/03/23,01:47:02,Cancelled,374
4350,18,27,Egg Curry,29/01/24,16:06:58,Pending,260
4351,3,5,Samosa,20/04/24,07:14:29,Pending,550
4352,12,38,Egg Curry,07/11/23,16:25:39,Cancelled,517
4353,18,13,Egg Curry,17/06/23,15:14:45,Cancelled,387
4354,19,55,Pasta Alfredo,23/10/24,15:14:27,Completed,482
4355,7,16,Paneer Butter Masala,22/05/24,17:28:51,Cancelled,519
4356,7,64,Samosa,12/02/24,14:17:58,Pending,577
4357,23,6,Mutton Rogan Josh,05/12/24,10:51:19,Pending,321
4358,13,45,Pasta Alfredo,10/02/24,19:01:09,Pending,203
4359,28,67,Paneer Butter Masala,17/04/23,07:24:08,Completed,504
4360,18,42,Paneer Butter Masala,12/10/23,20:16:04,Pending,462
4361,5,31,Masala Dosa,23/09/23,19:57:49,Cancelled,255
4362,5,43,Chicken Biryani,27/09/24,09:11:10,Pending,468
4363,13,52,Samosa,26/12/24,16:36:33,Cancelled,530
4364,30,26,Chicken Biryani,29/08/23,21:19:47,Cancelled,444
4365,18,17,Paneer Butter Masala,25/09/23,22:22:57,Completed,503
4366,4,5,Samosa,29/05/23,17:21:36,Completed,322
4367,13,59,Prawn Masala,30/04/23,00:56:51,Pending,157
4368,25,5,Paneer Lababdar,22/11/24,22:16:25,Pending,338
4369,12,29,Chicken Biryani,02/01/23,19:19:00,Cancelled,361
4370,28,43,Samosa,30/05/23,12:29:47,Cancelled,347
4371,9,35,Pasta Alfredo,24/06/24,10:51:21,Completed,593
4372,11,9,Burger,21/02/23,09:13:09,Cancelled,224
4373,21,42,Samosa,07/01/23,14:05:15,Completed,287
4374,31,44,Burger,19/09/24,22:08:50,Completed,515
4375,23,66,Paneer Lababdar,06/06/23,01:19:43,Completed,449
4376,32,53,Pasta Alfredo,04/05/24,16:44:46,Pending,315
4377,12,40,Chicken Biryani,09/12/23,03:16:22,Cancelled,240
4378,6,55,Prawn Masala,30/08/24,08:55:17,Pending,373
